date,SNOW,SNWD,TAVG,SNOW_STD,SNWD_STD,TAVG_STD,date
2018-12-15,0.8857262897266316,12.275755225931459,-4.920126705653023,1.362844911636335,6.828422807053948,4.880019813510671,2018-12-15
2018-12-16,0.9490220290750025,12.834855173602836,-5.08216374269006,1.4152675454654302,8.253374893675185,4.865153326434223,2018-12-16
2018-12-17,1.048395248448222,13.236365377684468,-5.323830409356727,1.5318798079130695,8.451981079687414,4.845597647503236,2018-12-17
2018-12-18,1.087847744422457,13.6231141236945,-5.404385964912283,1.5825612696407554,8.662577409075835,4.74018614533057,2018-12-18
2018-12-19,1.081842806150852,14.000590679534225,-5.3756822612085795,1.5680765135180124,8.82595743370726,4.65494879006934,2018-12-19
2018-12-20,1.1040618537698996,14.452440324924298,-5.298830409356727,1.5975325458281975,9.012749690852043,4.561250817799406,2018-12-20
2018-12-21,1.1348951871032331,14.893644973450375,-5.172904483430801,1.616803682017391,9.14481516491458,4.3522481571352465,2018-12-21
2018-12-22,1.1729464691545153,15.358955430966715,-5.109015594541912,1.7103662434325966,9.357201831317736,4.235698592897264,2018-12-22
2018-12-23,1.3477480564561024,15.8537186695955,-5.15716374269006,1.8696760666286802,9.601341271249419,4.158338041483927,2018-12-23
2018-12-24,1.2928762615843077,16.316700695739293,-5.200682261208579,1.780053286512993,9.820451403585585,3.953121261168623,2018-12-24
2018-12-25,1.385819118727165,16.812934029072625,-5.314571150097467,1.8821129114388484,10.013246229766684,3.8087969294378268,2018-12-25
2018-12-26,1.4051975776458538,17.36173141469354,-5.559941520467837,1.887850387070743,10.283082970429186,3.8344020923216733,2018-12-26
2018-12-27,1.4390803615286378,17.89799437159479,-5.912719298245616,1.9197057014001513,10.508136777353737,3.9727382819654644,2018-12-27
2018-12-28,1.3906852998002428,18.32287770492813,-6.1904970760233935,1.842761846821447,10.660009623371032,4.060395510722801,2018-12-28
2018-12-29,1.287114549562826,18.7258794056084,-6.222222222222224,1.7275785990962698,10.806855438257893,4.093171971451429,2018-12-29
2018-12-30,1.233436388643286,19.088650647438463,-6.189814814814816,1.6755093661060099,10.954302941528885,4.192880032749567,2018-12-30
2018-12-31,1.1952344181999364,19.182073776690164,-6.400925925925928,1.656854103266536,9.786796785570903,4.308924006534167,2018-12-31
2019-01-01,1.1092241617896799,19.418536361724176,-6.534259259259261,1.5626730356698488,9.854441765666541,4.3975207543922865,2019-01-01
2019-01-02,1.0427426803081985,19.625763252480475,-6.631932573599242,1.4806109046325546,9.909521596682728,4.424441613784897,2019-01-02
2019-01-03,1.0487065929387778,19.873880899539298,-6.6836657169990525,1.5207503599967298,10.004974077536653,4.3893276962744245,2019-01-03
2019-01-04,1.085135164367349,20.133773709996817,-6.792070275403611,1.5418834193977529,10.08032328949178,4.354971500271119,2019-01-04
2019-01-05,1.1131907199229045,20.41131906147074,-6.882811016144351,1.6618700175558394,10.179731744617813,4.488039897392256,2019-01-05
2019-01-06,1.0396907199229044,20.786464159509954,-6.927255460588796,1.5139012752573149,11.31401873205353,4.621226069144749,2019-01-06
2019-01-07,0.9783002437324284,20.971431479771393,-6.838841405508075,1.5169825047058099,11.280101117507543,4.621593485485553,2019-01-07
2019-01-08,0.9875310129631976,21.159613983542126,-6.630864197530867,1.5143866330115934,11.28298220971695,4.612246128702396,2019-01-08
2019-01-09,1.0097091434746615,21.429671499881994,-6.447317188983859,1.5202650385765664,11.426915247033275,4.630508452869514,2019-01-09
2019-01-10,1.0303659579245792,21.663643345030312,-6.310185185185188,1.5989564400111778,11.47441570169054,4.662369304141005,2019-01-10
2019-01-11,1.0932231007817221,21.957926904607987,-6.23414055080722,1.6681286395958417,11.553679462524656,4.629999961194001,2019-01-11
2019-01-12,1.2282848291767838,22.334193571274657,-6.252445394112063,1.8393903023702263,11.643022319341906,4.66218666956218,2019-01-12
2019-01-13,1.28629508558704,22.645910237941322,-6.263105413105416,1.8771305244368863,11.706896135520612,4.683135450775238,2019-01-13
2019-01-14,1.2668506411425957,22.966738996111257,-6.278442545109215,1.8611770046997453,11.74682463459577,4.656215230429487,2019-01-14
2019-01-15,1.2333358196059954,23.311706371997783,-6.080781726395765,1.7995327891713013,11.790158420102765,4.579007928781651,2019-01-15
2019-01-16,1.257321784518276,23.73010395325251,-5.877029289748592,1.8213522004770226,11.826028096967798,4.396457504493208,2019-01-16
2019-01-17,1.3599884511849427,24.196283355245864,-5.7946581196581235,2.0513726016854044,11.846619373228213,4.341409261481247,2019-01-17
2019-01-18,1.3291588885906742,24.588495476457986,-5.637613085420107,2.060639671189291,11.817764455634109,4.20229573609922,2019-01-18
2019-01-19,1.310852010283796,25.005771658248534,-5.36770755235668,2.1114298374573788,11.843028992536572,4.115792557938105,2019-01-19
2019-01-20,1.373147331921223,25.450855637576698,-5.233838156645178,2.059468838363522,11.81360715980572,3.990227935500821,2019-01-20
2019-01-21,1.3911235223974137,25.777979447100506,-5.222921977307946,2.066989226568447,10.672679746327068,3.8310488539195644,2019-01-21
2019-01-22,1.3603975964714876,26.219672713554374,-5.254610886189837,2.0137157226150184,10.655976153281193,3.859284842669676,2019-01-22
2019-01-23,1.3652693913432825,26.604516637746126,-5.292022792022795,1.9934195687654728,10.736909170380766,3.8429273512629956,2019-01-23
2019-01-24,1.3499484036889617,26.9625035658507,-5.375618533513274,2.0283948180271483,10.705419966363314,3.8188995161943446,2019-01-24
2019-01-25,1.33335692499222,27.280285059719155,-5.313140400859703,1.9487979866151497,10.689051748665287,3.798254035930756,2019-01-25
2019-01-26,1.2739759726112676,27.584786338491533,-5.222372169740594,1.8775710471168836,10.707084057967052,3.841124991758994,2019-01-26
2019-01-27,1.271309305944601,27.85369068631762,-5.176788124156548,1.869353207517346,10.647025526723105,3.882202537327431,2019-01-27
2019-01-28,1.189317149081856,28.114600831245152,-5.190083470785228,1.7594104152091228,10.587882742858186,3.8379598074147987,2019-01-28
2019-01-29,1.224643946467477,28.37744054755721,-5.10176438246614,1.8082291441598846,10.524385329181777,3.7709523214470826,2019-01-29
2019-01-30,1.2871702622569505,28.69190863266359,-4.935322637077025,1.998433592892625,10.64070379173743,3.7026083177805886,2019-01-30
2019-01-31,1.4861176306780033,29.045596233307712,-4.878842405158197,2.3254702182019296,10.760022426800031,3.7151956091867997,2019-01-31
2019-02-01,1.4503176306780035,29.30591543075413,-4.959314240015997,2.1493368026510025,10.911149623806635,3.8440062894244273,2019-02-01
2019-02-02,1.4731040083869817,29.603674940747684,-5.184996501224574,2.1587157985504932,11.053038303369323,4.1940706909188155,2019-02-02
2019-02-03,1.4259743787573522,29.735572615166287,-5.375129954515922,2.036128464000972,11.149748794791495,4.388373314010015,2019-02-03
2019-02-04,1.316456834897703,29.75689974694923,-5.434284250512323,1.940290472937904,11.365879764880779,4.475192364328664,2019-02-04
2019-02-05,1.3806473110881792,29.82676369252746,-5.365333383315842,2.037685201430447,11.561673072196042,4.59405470656115,2019-02-05
2019-02-06,1.377962125902994,29.921148857446145,-5.277614085070227,2.0686324936799845,11.73114740518724,4.600837346545655,2019-02-06
2019-02-07,1.3671287925696605,30.088740830690295,-5.184171789873545,2.0925310101341625,11.858986693487518,4.605301604904578,2019-02-07
2019-02-08,1.3440708215551678,30.16709125804072,-5.0160556305293165,2.081827726524213,11.980777250767233,4.663653895864277,2019-02-08
2019-02-09,1.3192146812042906,30.26636104622355,-4.951278302594093,2.058068951331178,12.120715492231598,4.793027309766737,2019-02-09
2019-02-10,1.3251035700931797,30.36471466941196,-4.8730056980056995,2.083115786392267,12.230751861838991,4.82642339119004,2019-02-10
2019-02-11,1.251936903426513,30.374692372867923,-4.797981956315292,1.985907862030456,12.414512839471367,4.744409753361225,2019-02-11
2019-02-12,1.2813145675356348,30.40700837173124,-4.6583808167141525,2.0220598989933483,12.6036048520786,4.72716855722177,2019-02-12
2019-02-13,1.3142727943046033,30.475501988752516,-4.539672364672367,2.036799276316899,12.812057702403665,4.688363864761636,2019-02-13
2019-02-14,1.3222727943046033,30.494845612726927,-4.540622032288701,1.9316861181753078,12.870744964382649,4.742573443113955,2019-02-14
2019-02-15,1.1480303700621792,30.44492097504577,-4.505484330484333,1.606949213828274,12.915766099571394,4.815466938687937,2019-02-15
2019-02-16,1.1450970367288458,30.4382543083791,-4.294658119658122,1.6035119016371797,12.912208276649656,4.679812654162457,2019-02-16
2019-02-17,1.0993609574000893,30.41872712161787,-4.053181386514722,1.4883432580760834,13.01163337178235,4.418903451082271,2019-02-17
2019-02-18,1.152549846288978,30.49674280789238,-3.881291547958217,1.572146838010415,13.11068924477512,4.292493513877551,2019-02-18
2019-02-19,1.158859370098502,30.620798153804333,-3.75118708452042,1.6021413165098897,13.22316609648122,4.181404237674679,2019-02-19
2019-02-20,1.1811371478762795,30.697051424343318,-3.8717948717948736,1.5465434150482769,13.330905439387273,4.147217112729703,2019-02-20
2019-02-21,1.1425260367651686,30.80149586878776,-3.937321937321939,1.452701546627165,13.438034076696967,4.13491676939387,2019-02-21
2019-02-22,1.1175622686492266,30.855125833594194,-4.0294396961063645,1.4238039930084503,13.522777024561043,4.199299658572677,2019-02-22
2019-02-23,1.0777313507748303,30.91717711564548,-4.231718898385567,1.3356703759186452,13.627353765389975,4.158264310682829,2019-02-23
2019-02-24,1.0696185302620096,31.026423269491634,-4.357075023741691,1.309111983655515,13.704696884830211,4.036839792129513,2019-02-24
2019-02-25,1.0532296413731208,31.091848910517275,-4.379867046533715,1.2602448372192123,13.802288112711159,4.012420976921723,2019-02-25
2019-02-26,1.0418629747064543,31.23883352590189,-4.389363722697057,1.2431413976258814,13.871836723765679,4.0178255063048125,2019-02-26
2019-02-27,1.0462108007934108,31.42902960433326,-4.399810066476734,1.2986945921388082,13.9707832030384,4.002048778438892,2019-02-27
2019-02-28,1.0673702210832658,31.579874048777704,-4.527065527065528,1.3408616370436086,14.088587746285667,3.9854274703849217,2019-02-28
2019-03-01,1.0902273639404088,31.737494963810384,-4.5232668566001895,1.3493321946933643,14.205097182024055,3.9428066522753427,2019-03-01
2019-03-02,1.0798544035674484,31.824694963810384,-4.383890638276602,1.3567357989568056,14.365194595707264,3.9896832800431157,2019-03-02
2019-03-03,1.060921070234115,31.96946620564045,-4.2618083670715246,1.39048940142411,14.574483349761191,4.026326228042758,2019-03-03
2019-03-04,1.070854180602008,32.057021761196005,-4.1957314939771075,1.4200652496540669,14.70804475669912,4.127200886578237,2019-03-04
2019-03-05,1.0321097361575633,32.06088299799842,-4.2096516219323235,1.3467290845211253,14.817102614422256,4.156361467454334,2019-03-05
2019-03-06,1.019838673886501,32.0459884364002,-4.118808417054031,1.325305077177005,14.893217870081745,4.235149801364546,2019-03-06
2019-03-07,0.9372532038010309,32.04754741075917,-3.842005298145649,1.3126974766609791,15.010230310121011,4.123313079900841,2019-03-07
2019-03-08,0.9260754260232532,31.95132066365007,-3.590318388564002,1.2937426716394247,15.146339676626999,4.010674115410973,2019-03-08
2019-03-09,0.907257142857144,31.899686676721966,-3.2997200979657113,1.2750387596135613,15.269381195460628,3.8699083335482958,2019-03-09
2019-03-10,0.9578126984126994,31.884840522875812,-2.9739841055630527,1.3982221607266871,15.361248659786046,3.929254306641255,2019-03-10
2019-03-11,0.9155982461982473,31.769773856209145,-2.613110411356025,1.3818508477545919,15.456267020790785,3.877427371318189,2019-03-11
2019-03-12,0.8753649128649139,31.61012076420311,-2.2883240865697005,1.3490724874711177,15.557891513772203,3.7316358404752434,2019-03-12
2019-03-13,0.8495346098346109,31.437826319758663,-1.8923126905583048,1.3651451845189897,15.696218453867349,3.6036088676701605,2019-03-13
2019-03-14,0.8046861249861261,31.254327501791764,-1.5048483030939173,1.2604336953104243,15.782945235203035,3.5368307079889467,2019-03-14
2019-03-15,0.7510497613497625,31.02131162877589,-1.0964912280701753,1.2614161695157518,15.856062437377979,3.609188911583873,2019-03-15
2019-03-16,0.7194969663187066,30.686394962109222,-0.7517618833408306,1.2741672620323428,15.94987080604324,3.6630667511789237,2019-03-16
2019-03-17,0.6666520334737738,30.39540176483031,-0.4818313590243414,1.220937030902438,16.051066291882726,3.5876249052970466,2019-03-17
2019-03-18,0.6833187001404404,30.020646209274755,-0.3788424051581945,1.225981985222457,16.12920630275318,3.6256721672227523,2019-03-18
2019-03-19,0.7350281018498421,29.668776928229008,-0.29297245963912627,1.2658209844762933,16.20170850603296,3.661745179959883,2019-03-19
2019-03-20,0.7288566042653011,29.430144449596526,-0.10241415504573398,1.294582581430401,16.25432206582366,3.7075166214567132,2019-03-20
2019-03-21,0.7164485775094482,29.196100331949467,0.1619183285849953,1.288752769717548,16.29977445739267,3.7019876620683854,2019-03-21
2019-03-22,0.7255562698171405,28.898560195895048,0.3950867196481232,1.3056966321557462,16.360698293797817,3.827064694799346,2019-03-22
2019-03-23,0.7388896031504738,28.68363498221983,0.43589743589743596,1.336790266278663,16.516913542909723,4.013570372301564,2019-03-23
2019-03-24,0.8560975803584511,28.424244132546626,0.372269705603039,1.4300893484168475,16.610707952906314,4.196721413677148,2019-03-24
2019-03-25,0.831297580358451,28.20635524365774,0.39126305792972466,1.34119196798093,16.79777181979422,4.251875271081981,2019-03-25
2019-03-26,0.8656915197523906,28.010883021435518,0.34662867996201335,1.3777581495811657,17.02241964256308,4.268493965577204,2019-03-26
2019-03-27,0.972624853085724,27.94437158352702,0.29154795821462487,1.4691263400310552,17.217761341675647,4.345220167585209,2019-03-27
2019-03-28,1.0608066712675421,27.88951047241591,0.2763532763532764,1.6006453209196,17.404242996402264,4.490924011329546,2019-03-28
2019-03-29,1.1408551561160272,27.757028202912363,0.23931623931623938,1.744341785354682,17.64117994785573,4.5300503167807,2019-03-29
2019-03-30,1.1414612167220877,27.685309776411327,0.234567901234568,1.6881931042571179,17.884336222347123,4.60635774073065,2019-03-30
2019-03-31,1.1229346466737786,27.571488854425514,0.2412155745489079,1.639573153629239,18.095703682986088,4.659887000259084,2019-03-31
2019-04-01,1.1168655523693902,27.474482051704424,0.19753086419753088,1.6199845365361212,18.33063500459297,4.74023748030707,2019-04-01
2019-04-02,1.0963893618931997,27.345348718371092,0.20607787274453943,1.5970538707065345,18.55402055651023,4.714621873439206,2019-04-02
2019-04-03,1.0503576158614536,27.333189013909596,0.1823361823361824,1.5277328403520067,18.87515837990563,4.54258207190743,2019-04-03
2019-04-04,1.1538068912237724,27.266475065919053,0.18328584995251668,1.6913617911457017,19.209020696978715,4.48325220961579,2019-04-04
2019-04-05,1.1553113770760843,27.190877239832098,0.1196581196581197,1.6865387802295162,19.525044345905833,4.51134533429055,2019-04-05
2019-04-06,1.1429558215205289,27.20985373952288,0.06837606837606844,1.7114425206110846,19.81424597721931,4.4759844180514685,2019-04-06
2019-04-07,1.169591115638176,27.15100272942187,0.2630579297245965,1.8004202419872286,19.979283202697335,4.355243838149309,2019-04-07
2019-04-08,1.045517041564102,27.07751182033096,0.6087369420702756,1.703271492830854,20.159811497856616,4.169197968696914,2019-04-08
2019-04-09,1.0249837082307685,26.860808116627258,0.7682811016144352,1.6660349426295953,20.28888879650553,4.053140813052528,2019-04-09
2019-04-10,1.0096328310377858,26.678853982260332,0.9781576448243118,1.6630617370019602,20.344147548332817,4.1153634364829,2019-04-10
2019-04-11,0.909731076651821,26.354901962058314,1.3143399810066478,1.5990867831088287,20.398760085223614,4.087243961656756,2019-04-11
2019-04-12,0.8224962281669724,26.046717680215497,1.5546058879392215,1.460916689642114,20.440913732573183,3.9807438758193636,2019-04-12
2019-04-13,0.7666901675609118,25.834309878797058,1.6125356125356127,1.350052891308905,20.492561282906653,4.048089249935761,2019-04-13
2019-04-14,0.7718773333363129,25.56256721354432,1.6087369420702755,1.3707667300981883,20.518171056829445,4.015860109968415,2019-04-14
2019-04-15,0.7757662222252019,25.427434883497614,1.546058879392213,1.4302218020240896,20.55621014476007,3.9020211975778794,2019-04-15
